"start";"end";"deviceid";"1- Onde o sr.(a) reside (mora)?";"1.1- Estado:";"1.1- País:";"2- Sexo:";"3- Qual a sua faixa etária?";"4- Qual sua escolaridade?";"5- Qual sua profissão? (ocupação principal)*";"6- Qual moeda você recebe seus rendimentos?";"6.1- Faixa de renda?";"6.1- Valor mensal/anual:";"7- Qual seu estado civil?";"8- Qual sua orientação sexual?";"9- Com quem está viajando?";"10- Com quantas pessoas está viajando?";"11- Quanto tempo passou ou está programado para passar nessa cidade?";"11.1- Quantos dias?";"11.1- Quantos meses?";"12- Qual meio de transporte você utilizou para chegar até este destino?";"12- Qual meio de transporte você utilizou para chegar até este destino?/Ônibus de linha";"12- Qual meio de transporte você utilizou para chegar até este destino?/Ônibus fretado";"12- Qual meio de transporte você utilizou para chegar até este destino?/Carro alugado";"12- Qual meio de transporte você utilizou para chegar até este destino?/Avião Fretado (charter)";"12- Qual meio de transporte você utilizou para chegar até este destino?/Outros";"12- Qual meio de transporte você utilizou para chegar até este destino?/Carro próprio";"12- Qual meio de transporte você utilizou para chegar até este destino?/Moto";"12- Qual meio de transporte você utilizou para chegar até este destino?/Transfer/receptivo";"12- Qual meio de transporte você utilizou para chegar até este destino?/Transporte coletivo/van";"12- Qual meio de transporte você utilizou para chegar até este destino?/Avião";"12.1- Qual?";"13 - Qual meio de transporte você utilizou para se locomover por essa cidade e outras localidades?";"13 - Qual meio de transporte você utilizou para se locomover por essa cidade e outras localidades?/Outros";"13 - Qual meio de transporte você utilizou para se locomover por essa cidade e outras localidades?/Carro alugado";"13 - Qual meio de transporte você utilizou para se locomover por essa cidade e outras localidades?/Buggy";"13 - Qual meio de transporte você utilizou para se locomover por essa cidade e outras localidades?/Carro/moto própria";"13 - Qual meio de transporte você utilizou para se locomover por essa cidade e outras localidades?/Moto táxi";"13 - Qual meio de transporte você utilizou para se locomover por essa cidade e outras localidades?/Quadriciclo";"13.1- Quais?";"14- Qual o meio de hospedagem utilizado?";"15- Qual foi o motivo/ atrativo da sua viagem?";"15.1- Quais?";"16- Qual foi a influência para sua escolha por essa cidadel?";"16.1- Qual?";"17- Como organizou a viagem?";"17.1- Quais?";"18- Você usou algum serviço especializado em informações turísticas?";"18.1- Onde?";"19- Você utilizou algum serviço de guia ou acompanhante de turismo?";"19.1- Para quais serviços?";"19.1- Para quais serviços?/Concierge";"19.1- Para quais serviços?/Passeios de buggy";"19.1- Para quais serviços?/Outros";"19.1- Para quais serviços?/Passeios em atrativos turísticos";"19.1- Para quais serviços?/City tour/receptivo";"19.2- Quais?";"20- Você fez algum passeio?";"20.1- Quais?";"20.1- Quais?/Outros";"20.1- Quais?/Jardineira";"20.1- Quais?/Catamarã/lancha";"20.1- Quais?/Buggy";"20.1- Quais?/Quatriciclo";"20.1- Quais?/Pau de arara";"20.2- Quais?";"20.3- Como ficou sabendo do passeio?";"Condições do transporte";"Condutor/guia";"Roteiro do passeio";"Preço do passeio";"20.1- Por quê?";"21- Quais os atrativos visitados?";"21- Quais os atrativos visitados?/Santuario ecológico";"21- Quais os atrativos visitados?/Nenhum";"21- Quais os atrativos visitados?/Praias";"21- Quais os atrativos visitados?/Mirantes";"21- Quais os atrativos visitados?/Outros";"21- Quais os atrativos visitados?/Chapadão";"21- Quais os atrativos visitados?/Fazenda do camarão";"21- Quais os atrativos visitados?/Lagoa Guaraira";"21- Quais os atrativos visitados?/Projeto Tamar";"22- Viajou para outros municípios ou localidades do RN? Quais?";"22.1- Quais?";"23- É sua primeira vez nessa cidade?";"24- Retornaria a essa cidade?";"24.1- Por quê?";"25- Recomendaria a cidade aos amigos?";"Hospedagem";"Alimentação";"Transporte";"Passeios e lazer";"Compras";"Outros";"27- Como avalia os preços dos bens e serviços adquiridos nesta localidade?";"28- Qualifique os itens abaixo, em uma escala de 1 a 5 para os seguintes quesitos nesta localidade, quanto à:";"Atrativos naturais";"Patrimônio cultural";"Manifestações culturais";"Equipamentos de lazer";"Passeios diversos";"Serviços de receptivo";"Informações turísticas";"Guias de turismo";"Meios de hospedagem";"Locadora de veículos";"Restaurantes/bares";"Locadora de veículos";"Compras/comércio";"Diversões noturnas";"Acolhida do povo";"Atendimento dos serviços";"Acessibilidade";"Comunicações";"Sinalização urbana e turística";"Limpeza pública";"Segurança pública";"Transporte público";"Táxi/ Uber/ Transfer";"Rodoviária";"Aeroporto (acesso)";"Aeroporto (estrutura)";"Nome";"Identificação (Companhia/vôo, ônibus/linha ou placa do veículo)";"__version__";"_id";"_uuid";"_submission_time";"_index"
"2016-12-28T14:07:08.174-02";"2016-12-28T14:20:07.190-02";"866523028526204";"Brasileiro";"PB";"";"Masculino";"26 a 35 anos";"Superior";"Autônomo";"Real";"R$881,00 a R$1.800,00";"";"Solteiro(a)";"Heterossexual";"Família";"04- quatro";"Dias";"5";"";"Carro próprio";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"";"Carro/moto própria";"0";"0";"0";"1";"0";"0";"";"Pousada/chalés";"Outros";"Cachaça";"Já conhecia o local";"";"Sozinho/internet";"";"Não";"";"Não";"";"";"";"";"";"";"";"Sim";"Outros";"1";"0";"0";"0";"0";"0";"Praia do amor";"Concierge (hotel)";"5";"5";"5";"5";"";"Praias Chapadão Outros";"0";"0";"1";"0";"1";"1";"0";"0";"0";"Não";"";"Sim";"Sim";"Perto";"Sim";"350";"0";"0";"0";"150";"70";"Elevados";"";"5";"5";"?";"3";"5";"5";"5";"5";"3";"?";"3";"?";"3";"3";"5";"4";"1";"1";"5";"3";"1";"?";"?";"?";"?";"?";"Caio";"PB";"vHZpya9YwWnPpMmMnrYA6m";"5635353";"e7ffd536-d879-48da-9b54-6bbbf8ef3c7e";"2016-12-30T11:46:27";"275"
"2016-12-28T14:21:05.497-02";"2016-12-28T14:32:49.699-02";"866523028526204";"Brasileiro";"PE";"";"Masculino";"26 a 35 anos";"Superior";"E-commerce/Digital Influencer";"Real";"R$1.801,00 a R$3.500,00";"";"Solteiro(a)";"Heterossexual";"Companheiro(a)";"01- uma";"Dias";"2";"";"Carro próprio";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"";"Carro/moto própria";"0";"0";"0";"1";"0";"0";"";"Hostel/Albergue";"Outros";"Férias";"Já conhecia o local";"";"Sozinho/internet";"";"Não";"";"Não";"";"";"";"";"";"";"";"Não";"";"";"";"";"";"";"";"";"";"";"";"";"";"Falta de interesse";"Praias";"0";"0";"1";"0";"0";"0";"0";"0";"0";"Não";"";"Não";"Sim";"Positividade";"Sim";"100";"150";"100";"0";"0";"120";"Elevados";"";"5";"5";"?";"5";"4";"5";"5";"?";"5";"?";"3";"?";"?";"5";"5";"4";"3";"4";"4";"5";"4";"?";"?";"?";"?";"?";"Antônio";"PE";"vHZpya9YwWnPpMmMnrYA6m";"5635354";"2d186314-ffd2-4ba6-ad3e-c73e5401d763";"2016-12-30T11:46:28";"276"
"2016-12-28T14:33:29.696-02";"2016-12-28T14:41:42.426-02";"866523028526204";"Brasileiro";"GO";"";"Masculino";"36 a 50 anos";"Superior";"E-commerce/Digital Influencer";"Real";"R$3.501,00 a R$8.800,00";"";"Solteiro(a)";"Heterossexual";"Amigos";"03- três";"Dias";"30";"";"Avião Carro alugado";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"";"Carro alugado";"0";"1";"0";"0";"0";"0";"";"Flat/ apart-hotel";"Outros";"Conhecer";"Comentários";"";"Sozinho/internet";"";"Não";"";"Não";"";"";"";"";"";"";"";"Não";"";"";"";"";"";"";"";"";"";"";"";"";"";"Falta de tempo";"Praias";"0";"0";"1";"0";"0";"0";"0";"0";"0";"Não";"";"Não";"Sim";"Bonito";"Sim";"600";"1250";"600";"0";"200";"0";"Elevados";"";"5";"3";"3";"?";"?";"4";"?";"?";"5";"?";"4";"?";"4";"3";"4";"4";"4";"";"3";"3";"2";"?";"?";"?";"3";"2";"Diego";"GO";"vHZpya9YwWnPpMmMnrYA6m";"5635355";"d19631da-3ffa-40f1-a318-e5f233ee9a83";"2016-12-30T11:46:28";"277"
"2016-12-29T10:52:28.123-02";"2016-12-29T11:03:03.532-02";"866523028526204";"Estrangeiro";"";"Portugal";"Masculino";"36 a 50 anos";"Superior";"E-commerce/Digital Influencer";"Euros";"";"";"Casado(a)";"Heterossexual";"Família";"03- três";"Dias";"7";"";"Avião Transporte coletivo/van";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"";"Outros";"1";"0";"0";"0";"0";"0";"Transfer";"Flat/ apart-hotel";"Outros";"Ferias";"Agência de viagem";"";"Agência de viagens";"";"Sim";"";"Sim";"Passeios de buggy Outros";"0";"1";"1";"0";"0";"";"Sim";"Buggy Quatriciclo";"0";"0";"0";"1";"1";"0";"";"Concierge (hotel)";"4";"4";"4";"5";"";"Praias";"0";"0";"1";"0";"0";"0";"0";"0";"0";"Não";"";"Sim";"Sim";"Bom";"Sim";"5000";"";"";"";"0";"0";"Normais";"";"5";"?";"?";"?";"?";"?";"?";"?";"4";"?";"4";"?";"?";"?";"5";"4";"5";"2";"2";"3";"4";"?";"4";"?";"4";"4";"Mario";"Portugal";"vHZpya9YwWnPpMmMnrYA6m";"5635356";"a5e22b09-ae90-4657-9728-aa27ea58693f";"2016-12-30T11:46:29";"278"
"2016-12-29T11:03:44.893-02";"2016-12-29T11:14:19.426-02";"866523028526204";"Estrangeiro";"";"Portugal";"Masculino";"51 a 65 anos";"Superior";"Autônomo";"Euros";"";"";"Solteiro(a)";"Heterossexual";"Família";"05- cinco";"Dias";"9";"";"Avião Transfer/receptivo";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"";"Outros";"1";"0";"0";"0";"0";"0";"Pé";"Hotel/resort";"Outros";"Ferias";"Outros";"Tranquilidade";"Outros";"";"Não";"";"Não";"";"";"";"";"";"";"";"Sim";"Jardineira Catamarã/lancha Outros";"1";"1";"1";"0";"0";"0";"";"Outros";"3";"3";"4";"4";"";"Praias Chapadão Fazenda do camarão Santuario ecológico";"1";"0";"1";"0";"0";"1";"1";"0";"0";"Não";"";"Não";"Sim";"Pessoas";"Sim";"3500";"2500";"0";"0";"2000";"0";"Elevados";"";"3";"3";"2";"3";"4";"4";"3";"3";"4";"?";"4";"?";"?";"1";"4";"4";"1";"2";"?";"2";"3";"";"4";"?";"1";"3";"Joao";"Portugal";"vHZpya9YwWnPpMmMnrYA6m";"5635357";"b4137e43-86db-488d-8ad0-0ee020ac2640";"2016-12-30T11:46:30";"279"
"2016-12-29T11:27:45.531-02";"2016-12-29T11:44:20.222-02";"866523028526204";"Brasileiro";"MT";"";"Feminino";"51 a 65 anos";"Superior";"Outros";"Real";"R$3.501,00 a R$8.800,00";"";"Casado(a)";"Heterossexual";"Família";"05- cinco";"Dias";"10";"";"Avião Carro próprio";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"";"Carro/moto própria";"0";"0";"0";"1";"0";"0";"";"Casa de parentes/Amigos";"Outros";"Ferias";"Comentários";"";"Sozinho/internet";"";"Não";"";"Não";"";"";"";"";"";"";"";"Sim";"Pau de arara Jardineira Buggy Catamarã/lancha Quatriciclo Outros";"1";"1";"1";"1";"1";"1";"";"Guia turístico/folders";"5";"5";"5";"5";"";"Praias Lagoa Guaraira Santuario ecológico";"1";"0";"1";"0";"0";"0";"0";"1";"0";"Não";"";"Não";"Sim";"Lugar q mais gosto";"Sim";"0";"500";"0";"0";"0";"0";"Normais";"";"5";"5";"5";"5";"5";"5";"?";"?";"5";"?";"5";"?";"?";"?";"5";"4";"1";"5";"5";"4";"1";"?";"?";"?";"1";"?";"Andréa";"MT";"vHZpya9YwWnPpMmMnrYA6m";"5635358";"b4c8c530-a82d-47d0-9774-a510b370e15b";"2016-12-30T11:46:30";"280"
"2016-12-29T11:45:17.417-02";"2016-12-29T11:50:47.648-02";"866523028526204";"Brasileiro";"PA";"";"Feminino";"26 a 35 anos";"Superior Incompleto";"E-commerce/Digital Influencer";"Real";"R$881,00 a R$1.800,00";"";"Casado(a)";"Heterossexual";"Família";"04- quatro";"Dias";"2";"";"Carro próprio";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"";"Carro/moto própria";"0";"0";"0";"1";"0";"0";"";"Hotel/resort";"Outros";"Ferias";"Já conhecia o local";"";"Sozinho/internet";"";"Não";"";"Não";"";"";"";"";"";"";"";"Não";"";"";"";"";"";"";"";"";"";"";"";"";"";"Falta de tempo";"Praias";"0";"0";"1";"0";"0";"0";"0";"0";"0";"Não";"";"Sim";"Sim";"Belezas";"Sim";"300";"600";"0";"300";"0";"0";"Elevados";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Mariana";"PA";"vHZpya9YwWnPpMmMnrYA6m";"5635360";"0b265d8d-3e9d-4dfa-aaf8-16b70a8e67b3";"2016-12-30T11:46:31";"281"
"2016-12-29T11:51:25.287-02";"2016-12-29T12:07:22.055-02";"866523028526204";"Brasileiro";"MG";"";"Masculino";"51 a 65 anos";"Superior";"Professor";"Real";"R$3.501,00 a R$8.800,00";"";"Casado(a)";"Heterossexual";"Família";"Grupos";"Dias";"10";"";"Avião Transfer/receptivo";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"";"Carro alugado Moto táxi Outros";"1";"1";"0";"0";"1";"0";"Taxi";"Casa de veraneio";"Outros";"Turismo";"Já conhecia o local";"";"Sozinho/internet";"";"Não";"";"Não";"";"";"";"";"";"";"";"Não";"";"";"";"";"";"";"";"";"";"";"";"";"";"Falta de tempo";"Praias";"0";"0";"1";"0";"0";"0";"0";"0";"0";"Não";"";"Não";"Não";"Acesso difícil";"Sim";"480";"1500";"50";"200";"80";"0";"Normais";"";"5";"5";"?";"5";"5";"5";"?";"?";"5";"?";"5";"?";"?";"4";"5";"5";"2";"2";"2";"5";"2";"?";"2";"?";"4";"3";"Mario";"MG";"vHZpya9YwWnPpMmMnrYA6m";"5635361";"e841dbc9-f6bd-4a6e-9797-f84214ef32f7";"2016-12-30T11:46:32";"282"
"2016-12-29T12:09:08.087-02";"2016-12-29T12:15:14.934-02";"866523028526204";"Estrangeiro";"";"Argentina";"Masculino";"36 a 50 anos";"Superior";"Comércio";"Outros";"";"";"Casado(a)";"Heterossexual";"Família";"Grupos";"Dias";"12";"";"Avião Carro alugado";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"";"Carro alugado";"0";"1";"0";"0";"0";"0";"";"Pousada/chalés";"Outros";"Ferias";"Outros";"Lindo";"Sozinho/internet";"";"Sim";"";"Não";"";"";"";"";"";"";"";"Não";"";"";"";"";"";"";"";"";"";"";"";"";"";"Falta de tempo";"Praias";"0";"0";"1";"0";"0";"0";"0";"0";"0";"Não";"";"Sim";"Sim";"Lindo";"Sim";"0";"0";"0";"0";"0";"";"Normais";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Jeremias";"";"vHZpya9YwWnPpMmMnrYA6m";"5635362";"3336ebc6-24ef-4bc7-8928-6f37d8627e5b";"2016-12-30T11:46:32";"283"
"2016-12-29T12:15:52.676-02";"2016-12-29T12:23:25.179-02";"866523028526204";"Brasileiro";"RN";"";"Masculino";"36 a 50 anos";"Superior";"Autônomo";"Real";"R$881,00 a R$1.800,00";"";"Solteiro(a)";"Heterossexual";"Companheiro(a)";"02- duas";"Dias";"3";"";"Carro próprio";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"";"Carro/moto própria";"0";"0";"0";"1";"0";"0";"";"Hotelaria doméstica";"Outros";"Turismo";"Outros";"";"Sozinho/internet";"";"Não";"";"Não";"";"";"";"";"";"";"";"Não";"";"";"";"";"";"";"";"";"";"";"";"";"";"Já fez anteriormente";"Praias";"0";"0";"1";"0";"0";"0";"0";"0";"0";"Sim";"Canguaretama";"Não";"Sim";"Bonito";"Sim";"500";"400";"100";"0";"0";"0";"Elevados";"";"4";"5";"?";"5";"5";"5";"?";"?";"5";"?";"4";"?";"?";"5";"5";"5";"1";"3";"2";"4";"3";"?";"?";"?";"1";"4";"Diogo";"RN";"vHZpya9YwWnPpMmMnrYA6m";"5635363";"c657c043-3e91-43e6-91d8-199b02c54ae7";"2016-12-30T11:46:33";"284"
"2016-12-29T12:25:27.590-02";"2016-12-29T12:40:29.332-02";"866523028526204";"Brasileiro";"GO";"";"Masculino";"36 a 50 anos";"Superior Incompleto";"Outros";"Real";"Até R$880,00";"";"Solteiro(a)";"Heterossexual";"Família";"Grupos";"Dias";"15";"";"Avião Outros";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"Taxi";"Outros";"1";"0";"0";"0";"0";"0";"Pé";"Hotel/resort";"Outros";"Férias";"Outros";"Querem mudar";"Agência de viagens";"";"Não";"";"Sim";"Passeios em atrativos turísticos";"0";"0";"0";"1";"0";"";"Sim";"Pau de arara";"0";"0";"0";"0";"0";"1";"";"Guia turístico/folders";"5";"5";"5";"4";"";"Praias Chapadão Lagoa Guaraira Santuario ecológico";"1";"0";"1";"0";"0";"1";"0";"1";"0";"Sim";"Sibauma";"Não";"Sim";"Quer morar";"Sim";"2000";"1000";"25";"500";"2000";"0";"Normais";"";"4";"?";"?";"4";"4";"3";"4";"?";"3";"?";"3";"?";"?";"4";"4";"3";"4";"4";"4";"1";"3";"3";"4";"4";"3";"5";"Gustavo";"GO";"vHZpya9YwWnPpMmMnrYA6m";"5635364";"c99d130e-9ede-43b0-aa29-93f9a2d6b1f2";"2016-12-30T11:46:33";"285"
"2016-12-29T12:45:27.240-02";"2016-12-29T12:54:17.597-02";"866523028526204";"Brasileiro";"GO";"";"Masculino";"26 a 35 anos";"Superior";"Professor";"Real";"R$1.801,00 a R$3.500,00";"";"Solteiro(a)";"Heterossexual";"Família";"05- cinco";"Dias";"12";"";"Avião Carro próprio";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"";"Carro/moto própria";"0";"0";"0";"1";"0";"0";"";"Casa de parentes/Amigos";"Outros";"Ano novo";"Já conhecia o local";"";"Sozinho/internet";"";"Não";"";"Não";"";"";"";"";"";"";"";"Não";"";"";"";"";"";"";"";"";"";"";"";"";"";"Falta de tempo";"Praias";"0";"0";"1";"0";"0";"0";"0";"0";"0";"Não";"";"Não";"Sim";"Melhor praia";"Sim";"0";"150";"0";"0";"0";"0";"Normais";"";"4";"3";"3";"4";"5";"5";"?";"?";"5";"?";"4";"?";"4";"?";"5";"4";"1";"1";"2";"2";"?";"?";"5";"?";"4";"4";"Leandro";"GO";"vHZpya9YwWnPpMmMnrYA6m";"5635365";"f8d7996d-deb9-415f-85ae-f287c70c9814";"2016-12-30T11:46:34";"286"
"2016-12-29T12:55:30.933-02";"2016-12-29T13:12:31.971-02";"866523028526204";"Brasileiro";"RJ";"";"Masculino";"26 a 35 anos";"Superior";"Outros";"Real";"R$3.501,00 a R$8.800,00";"";"Casado(a)";"Heterossexual";"Família";"04- quatro";"Dias";"6";"";"Carro próprio";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"";"Carro/moto própria";"0";"0";"0";"1";"0";"0";"";"Casa de veraneio";"Outros";"Turismo";"Outros";"Belezas";"Sozinho/internet";"";"Não";"";"Não";"";"";"";"";"";"";"";"Sim";"Jardineira Buggy Quatriciclo";"0";"1";"0";"1";"1";"0";"";"Indicação de parentes/amigos";"3";"5";"5";"5";"";"Praias Chapadão Fazenda do camarão Projeto Tamar Santuario ecológico Outros";"1";"0";"1";"0";"1";"1";"1";"0";"1";"Sim";"Formosa";"Não";"Sim";"Belezas naturais";"Sim";"400";"250";"50";"200";"300";"0";"Elevados";"";"5";"5";"5";"2";"5";"2";"1";"";"?";"?";"3";"?";"5";"4";"5";"3";"1";"1";"1";"5";"2";"1";"3";"1";"1";"5";"Marcos";"RJ";"vHZpya9YwWnPpMmMnrYA6m";"5635366";"ba2d62bb-e7f4-46c4-bde8-59052010f56a";"2016-12-30T11:46:34";"287"
"2016-12-29T13:14:30.083-02";"2016-12-29T13:23:20.656-02";"866523028526204";"Brasileiro";"RN";"";"Feminino";"26 a 35 anos";"Médio Incompleto";"Outros";"Real";"R$881,00 a R$1.800,00";"";"Solteiro(a)";"Heterossexual";"Família";"05- cinco";"Dias";"1";"";"Ônibus de linha";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"Outros";"1";"0";"0";"0";"0";"0";"Onibus";"Casa de parentes/Amigos";"Outros";"Praia";"Já conhecia o local";"";"Sozinho/internet";"";"Não";"";"Não";"";"";"";"";"";"";"";"Não";"";"";"";"";"";"";"";"";"";"";"";"";"";"Viajava com crianças";"Praias Chapadão Fazenda do camarão Santuario ecológico Outros";"1";"0";"1";"0";"1";"1";"1";"0";"0";"Sim";"Goianinha";"Não";"Sim";"Agradável";"Sim";"0";"0";"5";"0";"0";"0";"Elevados";"";"4";"4";"5";"3";"5";"5";"5";"5";"?";"?";"5";"?";"4";"5";"4";"4";"3";"3";"2";"3";"1";"4";"?";"?";"1";"3";"Soraya";"RN";"vHZpya9YwWnPpMmMnrYA6m";"5635367";"d5257b5f-3722-44b7-a3ab-b46ab7850e26";"2016-12-30T11:46:35";"288"
"2016-12-29T13:24:08.461-02";"2016-12-29T13:37:44.357-02";"866523028526204";"Brasileiro";"SP";"";"Feminino";"26 a 35 anos";"Superior";"Outros";"Real";"R$8.801,00 a R$18.000,00";"";"Solteiro(a)";"Heterossexual";"Família";"05- cinco";"Dias";"2";"";"Avião Carro alugado";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"";"Carro alugado";"0";"1";"0";"0";"0";"0";"";"Pousada/chalés";"Outros";"Lazer";"Já conhecia o local";"";"Sozinho/internet";"";"Não";"";"Não";"";"";"";"";"";"";"";"Não";"";"";"";"";"";"";"";"";"";"";"";"";"";"Falta de tempo";"Praias";"0";"0";"1";"0";"0";"0";"0";"0";"0";"Não";"";"Não";"Sim";"Lindo povo acolhedor";"Sim";"200";"300";"60";"";"15";"0";"Elevados";"";"5";"?";"?";"?";"?";"4";"?";"?";"3";"5";"2";"5";"?";"?";"5";"1";"1";"3";"4";"4";"1";"?";"?";"?";"3";"4";"Roberta";"SP";"vHZpya9YwWnPpMmMnrYA6m";"5635369";"8c4b7eff-76c4-4d6a-97ff-2fe8da5ebd74";"2016-12-30T11:46:36";"289"
"2016-12-29T13:38:50.854-02";"2016-12-29T13:47:26.281-02";"866523028526204";"Brasileiro";"RN";"";"Masculino";"36 a 50 anos";"Superior";"Iniciativa privada";"Real";"R$8.801,00 a R$18.000,00";"";"Casado(a)";"Heterossexual";"Companheiro(a)";"02- duas";"Dias";"2";"";"Carro próprio";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"";"Carro/moto própria";"0";"0";"0";"1";"0";"0";"";"Hotel/resort";"Outros";"Ferias";"Já conhecia o local";"";"Sozinho/internet";"";"Não";"";"Não";"";"";"";"";"";"";"";"Não";"";"";"";"";"";"";"";"";"";"";"";"";"";"Já fez anteriormente";"Praias";"0";"0";"1";"0";"0";"0";"0";"0";"0";"Não";"";"Não";"Sim";"Melhor praia";"Sim";"500";"500";"100";"0";"0";"0";"Normais";"";"5";"5";"?";"5";"5";"?";"?";"?";"5";"?";"3";"?";"4";"4";"5";"3";"1";"3";"4";"4";"4";"?";"?";"?";"1";"3";"Vinicius";"RN";"vHZpya9YwWnPpMmMnrYA6m";"5635370";"19daa0c5-c376-43d7-b78f-fc713ba16471";"2016-12-30T11:46:36";"290"
"2016-12-29T13:48:15.880-02";"2016-12-29T13:56:54.636-02";"866523028526204";"Brasileiro";"SP";"";"Masculino";"26 a 35 anos";"Superior";"Iniciativa privada";"Real";"R$3.501,00 a R$8.800,00";"";"Casado(a)";"Heterossexual";"Família";"04- quatro";"Dias";"8";"";"Avião Outros";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"Taxi";"Outros";"1";"0";"0";"0";"0";"0";"Pé";"Casa de veraneio";"Sol e praia";"";"Internet";"";"Sozinho/internet";"";"Não";"";"Não";"";"";"";"";"";"";"";"Sim";"Buggy Catamarã/lancha";"0";"0";"1";"1";"0";"0";"";"Agência de viagens/receptivo";"3";"4";"4";"2";"";"Praias";"0";"0";"1";"0";"0";"0";"0";"0";"0";"Sim";"";"Sim";"Sim";"Sol";"Sim";"3000";"2000";"";"500";"1000";"";"Elevados";"";"5";"5";"4";"2";"3";"2";"4";"";"5";"3";"3";"";"1";"5";"5";"5";"1";"1";"4";"1";"2";"?";"?";"?";"3";"4";"Rafael";"SP";"vHZpya9YwWnPpMmMnrYA6m";"5635371";"8f5e798c-c8ef-4d25-a382-b8d746d0fe3f";"2016-12-30T11:46:37";"291"
"2016-12-29T13:57:56.153-02";"2016-12-29T14:07:30.924-02";"866523028526204";"Brasileiro";"CE";"";"Masculino";"26 a 35 anos";"Superior";"Outros";"Real";"R$1.801,00 a R$3.500,00";"";"Divorciado(a)";"Heterossexual";"Companheiro(a)";"02- duas";"Dias";"4";"";"Avião Carro alugado";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"";"Carro alugado";"0";"1";"0";"0";"0";"0";"";"Hotel/resort";"Outros";"Passeio";"Já conhecia o local";"";"Sozinho/internet";"";"Não";"";"Não";"";"";"";"";"";"";"";"Não";"";"";"";"";"";"";"";"";"";"";"";"";"";"Falta de interesse";"Praias";"0";"0";"1";"0";"0";"0";"0";"0";"0";"Não";"";"Não";"Sim";"Praia";"Sim";"400";"400";"700";"0";"0";"0";"Normais";"";"5";"?";"?";"?";"?";"?";"?";"?";"3";"2";"4";"2";"?";"?";"4";"4";"1";"1";"1";"3";"3";"?";"?";"?";"1";"3";"Adeilton";"SP";"vHZpya9YwWnPpMmMnrYA6m";"5635372";"24caa9a0-dcde-48d1-81b4-0bf0d325ab1d";"2016-12-30T11:46:37";"292"
"2016-12-29T14:11:14.288-02";"2016-12-29T17:35:32.556-02";"866523028526204";"Brasileiro";"SP";"";"Masculino";"51 a 65 anos";"Superior";"Professor";"Real";"";"";"Casado(a)";"Heterossexual";"Companheiro(a)";"02- duas";"Dias";"2";"";"Avião Carro alugado";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"";"Carro alugado";"0";"1";"0";"0";"0";"0";"";"Hotel/resort";"Outros";"Lazer";"Já conhecia o local";"";"Sozinho/internet";"";"Não";"";"Não";"";"";"";"";"";"";"";"Não";"";"";"";"";"";"";"";"";"";"";"";"";"";"Outros";"Praias";"0";"0";"1";"0";"0";"0";"0";"0";"0";"Não";"";"Sim";"Sim";"Tibau";"Sim";"300";"200";"50";"0";"0";"0";"Elevados";"";"3";"?";"?";"3";"?";"3";"2";"?";"5";"?";"4";"";"?";"?";"4";"3";"1";"3";"1";"2";"4";"";"?";"?";"1";"4";"Olie";"SP";"vHZpya9YwWnPpMmMnrYA6m";"5635373";"aeb0b083-2143-4e6c-b97a-5a1b7f664432";"2016-12-30T11:46:38";"293"
